ltable_id,rtable_id,blocking_score
0,21843,0.5840110182762146
0,2989,0.5836498141288757
0,5785,0.5684710741043091
0,18984,0.5620827078819275
0,3247,0.5547569394111633
0,3782,0.5460315942764282
0,11510,0.5423648357391357
0,9226,0.5418319702148438
0,5784,0.5415745377540588
0,21422,0.5351415276527405
1,16720,0.7786261439323425
1,7147,0.7245168089866638
1,16447,0.7156127691268921
1,1715,0.6894389986991882
1,9146,0.6782326102256775
1,3690,0.6638591885566711
1,19955,0.6558938026428223
1,1177,0.6539413332939148
1,9143,0.649826169013977
1,20758,0.6496711373329163
2,18028,0.667925238609314
2,16496,0.6406487226486206
2,16495,0.634338915348053
2,15623,0.6151065230369568
2,18322,0.6047627925872803
2,15625,0.5965842008590698
2,18321,0.5954887270927429
2,18029,0.5842349529266357
2,18949,0.5810054540634155
2,15626,0.5776152610778809
3,21424,0.8038904666900635
3,4378,0.7836204171180725
3,13214,0.7825517654418945
3,4377,0.7231147289276123
3,14381,0.677725076675415
3,21753,0.6703566312789917
3,20655,0.6529749035835266
3,1750,0.6420818567276001
3,19571,0.6201252341270447
3,11833,0.6106900572776794
4,11725,0.6580503582954407
4,20782,0.657103419303894
4,10084,0.6406776905059814
4,9356,0.6224654316902161
4,21159,0.6122565269470215
4,1363,0.6055982708930969
4,22064,0.5956888794898987
4,1362,0.5909291505813599
4,13730,0.5902906060218811
4,21391,0.5882576704025269
5,20932,0.8084245920181274
5,10422,0.7724446654319763
5,20228,0.6724908351898193
5,6047,0.6623580455780029
5,8884,0.6442543268203735
5,1144,0.6423215270042419
5,10063,0.5736728310585022
5,17878,0.561601459980011
5,9926,0.5490339398384094
5,1704,0.5393523573875427
6,9015,0.8841109275817871
6,3047,0.8501967191696167
6,13023,0.835820734500885
6,12999,0.8277655243873596
6,1043,0.8240175843238831
6,4980,0.803326427936554
6,1025,0.7999387383460999
6,14914,0.798798680305481
6,4951,0.7956909537315369
6,3062,0.7894577383995056
7,1303,0.7984998226165771
7,13268,0.628540575504303
7,1103,0.6180339455604553
7,15312,0.6164064407348633
7,14476,0.6139959692955017
7,15251,0.6119549870491028
7,5682,0.6050840616226196
7,5237,0.596683919429779
7,19193,0.5954762101173401
7,9728,0.5890389680862427
8,12716,0.8138073086738586
8,4220,0.8035128712654114
8,12239,0.785866916179657
8,5218,0.7792187333106995
8,19470,0.7746514081954956
8,18908,0.7744702100753784
8,10248,0.7702460885047913
8,16570,0.7645637392997742
8,2264,0.7497184872627258
8,200,0.7443497180938721
9,10052,0.7651761770248413
9,2456,0.718622088432312
9,486,0.7109192609786987
9,13104,0.6796109676361084
9,5997,0.6781344413757324
9,18989,0.6681883335113525
9,21558,0.6681274771690369
9,12931,0.6536170244216919
9,20702,0.6531656384468079
9,6962,0.646824061870575
10,11951,0.6341924071311951
10,8157,0.619415283203125
10,13911,0.6090099215507507
10,11952,0.6089284420013428
10,17413,0.6073892116546631
10,15904,0.6063788533210754
10,11950,0.6053178310394287
10,14740,0.6052494049072266
10,13355,0.603804886341095
10,19785,0.6028585433959961
11,11421,0.6893750429153442
11,9712,0.6672330498695374
11,19334,0.6603745222091675
11,6690,0.6589760780334473
11,8725,0.6484228372573853
11,19560,0.644327700138092
11,12714,0.6412108540534973
11,6182,0.6405273079872131
11,14635,0.6378995776176453
11,13373,0.6371033191680908
12,14691,0.6209086775779724
12,12521,0.6154518723487854
12,14444,0.6119942665100098
12,11694,0.594590961933136
12,21858,0.5897685289382935
12,10160,0.5807170271873474
12,6027,0.5776686668395996
12,16909,0.5729712247848511
12,12117,0.5722042322158813
12,20822,0.5717500448226929
13,5292,0.6993586421012878
13,4523,0.6880162358283997
13,18844,0.6842544674873352
13,15044,0.6834627985954285
13,12081,0.6746923923492432
13,8264,0.663152813911438
13,14534,0.6594265103340149
13,8003,0.6561660170555115
13,7532,0.65144944190979
13,9579,0.6372371912002563
14,20233,0.7691739797592163
14,13616,0.7691094279289246
14,15032,0.7636476159095764
14,1699,0.7608068585395813
14,18324,0.7581836581230164
14,13109,0.7423622012138367
14,1698,0.7288337349891663
14,15034,0.7234110236167908
14,20415,0.6398286819458008
14,1339,0.6315810084342957
15,17810,0.9032061100006104
15,17364,0.9005460143089294
15,17667,0.8727074265480042
15,4282,0.8663045763969421
15,16897,0.8222372531890869
15,18438,0.8203479647636414
15,17822,0.8136961460113525
15,17050,0.8091776371002197
15,17469,0.7986647486686707
15,15498,0.7982836961746216
16,20186,0.823274552822113
16,1256,0.8162704110145569
16,13230,0.8152431845664978
16,15180,0.810100793838501
16,9213,0.8066486120223999
16,3234,0.8037183880805969
16,13229,0.7947535514831543
16,1258,0.7943387031555176
16,5191,0.7936621308326721
16,11214,0.7888869643211365
17,7529,0.7262791991233826
17,17894,0.7153715491294861
17,18816,0.6954020261764526
17,16178,0.6938295364379883
17,18440,0.6640992164611816
17,17229,0.6396333575248718
17,4696,0.6366006135940552
17,19483,0.634016752243042
17,5592,0.6223471760749817
17,5177,0.6214097738265991
18,2968,0.7880378365516663
18,10879,0.7532755136489868
18,6865,0.7235963344573975
18,16019,0.7207278609275818
18,17747,0.7186791300773621
18,17423,0.718610942363739
18,11147,0.7121683955192566
18,19584,0.7100639343261719
18,17422,0.7058820724487305
18,4881,0.7026708722114563
19,11239,0.8626824617385864
19,6596,0.8463191390037537
19,6993,0.8450594544410706
19,6992,0.8427954316139221
19,17429,0.8413785696029663
19,17752,0.8158882856369019
19,19596,0.7934430837631226
19,13057,0.7885258197784424
19,9912,0.763215184211731
19,7025,0.7579672932624817
20,16837,0.7230796813964844
20,692,0.6491968035697937
20,4544,0.6468055844306946
20,17765,0.6215876340866089
20,17766,0.6203101873397827
20,297,0.6139347553253174
20,18227,0.6113248467445374
20,18350,0.6076784729957581
20,20248,0.6049712896347046
20,16533,0.5999956727027893
21,7853,0.847461462020874
21,8915,0.8371701836585999
21,966,0.8151770234107971
21,12925,0.812009334564209
21,7851,0.8097065687179565
21,20143,0.7861076593399048
21,19583,0.7848482728004456
21,961,0.7749091386795044
21,14835,0.773542046546936
21,2964,0.7445149421691895
22,16646,0.8488264679908752
22,16209,0.7967206239700317
22,17391,0.7825403213500977
22,20961,0.7784642577171326
22,232,0.765521228313446
22,17882,0.7604544162750244
22,12640,0.7519124746322632
22,16642,0.7462780475616455
22,11920,0.74411940574646
22,22000,0.7341253757476807
23,15938,0.8395090699195862
23,6273,0.8136240839958191
23,15939,0.8061217665672302
23,2339,0.7963435053825378
23,14247,0.7938786149024963
23,12307,0.7933301329612732
23,11991,0.7897596955299377
23,17469,0.7891969084739685
23,10306,0.7887104153633118
23,13944,0.7867359519004822
24,13880,0.7294968962669373
24,10174,0.7146161794662476
24,16088,0.709322452545166
24,12141,0.7071278691291809
24,13591,0.7035707235336304
24,7627,0.6958718299865723
24,3628,0.6935327053070068
24,5996,0.6908016800880432
24,7629,0.6896393895149231
24,15571,0.6896316409111023
25,13005,0.820763349533081
25,14929,0.814725399017334
25,11,0.8137083649635315
25,14940,0.7940902709960938
25,21333,0.7940722107887268
25,12,0.793140172958374
25,3067,0.791763424873352
25,6984,0.7874354720115662
25,3069,0.7850644588470459
25,14934,0.7828388214111328
26,537,0.7664806246757507
26,2502,0.7616254687309265
26,14406,0.7601357698440552
26,4406,0.7385578751564026
26,20872,0.6930611729621887
26,18629,0.6569554805755615
26,12368,0.6527093052864075
26,15322,0.6506370306015015
26,9909,0.6500974893569946
26,18788,0.6428720355033875
27,9437,0.7089247107505798
27,6064,0.7069541811943054
27,8096,0.6971213221549988
27,10111,0.6927689909934998
27,14043,0.6882873773574829
27,20909,0.687575101852417
27,4225,0.682797372341156
27,20283,0.680139422416687
27,4018,0.6739810109138489
27,11515,0.6736746430397034
28,14112,0.8288732767105103
28,3154,0.5401735305786133
28,13132,0.5357193946838379
28,17011,0.5288397073745728
28,16998,0.5098116397857666
28,17415,0.5069133639335632
28,6999,0.5043006539344788
28,17111,0.5040927529335022
29,15994,0.8443471193313599
29,6031,0.8342797756195068
29,2074,0.8335389494895935
29,12059,0.8308120965957642
29,12464,0.8244385719299316
29,8071,0.8210272192955017
29,6033,0.811126708984375
29,14015,0.8093973994255066
29,8070,0.8039860129356384
29,4043,0.8039305806159973
30,15046,0.8538355827331543
30,11088,0.8536525368690491
30,13118,0.8252993226051331
30,5091,0.7120203375816345
30,5084,0.6957035660743713
30,11888,0.6762988567352295
30,15042,0.6587052941322327
30,7090,0.6586341857910156
30,5087,0.6545577645301819
30,5085,0.6509196162223816
31,18741,0.653596043586731
31,6573,0.6435108780860901
31,17540,0.6365872621536255
31,18177,0.6301761269569397
31,6082,0.6286238431930542
31,13100,0.6234650015830994
31,6719,0.6195107698440552
31,12364,0.6117315292358398
31,5434,0.6101781129837036
31,17864,0.608147382736206
32,21567,0.8842399716377258
32,12794,0.8802370429039001
32,14702,0.8783311247825623
32,8236,0.8683265447616577
32,17836,0.8669641017913818
32,6751,0.8521836996078491
32,20429,0.8494279980659485
32,8790,0.8428077101707458
32,18153,0.8357970714569092
32,20124,0.8310560584068298
33,11683,0.7957373261451721
33,5233,0.6255161762237549
33,15777,0.6205398440361023
33,7578,0.5948563814163208
33,2513,0.5939342379570007
33,6494,0.5922587513923645
33,7648,0.5836414694786072
33,15485,0.5833802223205566
33,1648,0.5822031497955322
33,20820,0.5809071063995361
34,3067,0.8092727065086365
34,13062,0.7896615862846375
34,4947,0.7797166705131531
34,21335,0.7790911197662354
34,14938,0.776390016078949
34,9060,0.7736440896987915
34,3103,0.7688639163970947
34,14939,0.7650956511497498
34,19312,0.7633650302886963
34,3101,0.7628943920135498
35,15341,0.8298458456993103
35,7381,0.8266995549201965
35,4063,0.8041557669639587
35,4060,0.8011108040809631
35,14037,0.8005752563476562
35,16637,0.7996730804443359
35,10093,0.795637845993042
35,16020,0.7947983145713806
35,6057,0.7917709350585938
35,10095,0.7917689681053162
36,2991,0.8331237435340881
36,21331,0.8073632717132568
36,8949,0.7509591579437256
36,3646,0.6800282001495361
36,4918,0.6783949136734009
36,6936,0.6773436069488525
36,12977,0.671331524848938
36,10917,0.6692951321601868
36,19852,0.6579211950302124
36,4914,0.6408494710922241
37,5601,0.8005359172821045
37,11640,0.7550628781318665
37,5603,0.7475913166999817
37,5605,0.7418410778045654
37,3628,0.7180296778678894
37,14092,0.7152647376060486
37,1666,0.7133336067199707
37,3630,0.7087526917457581
37,1663,0.7080844640731812
37,11644,0.7069159150123596
38,53,0.8180503249168396
38,13700,0.7604039311408997
38,7744,0.7266944050788879
38,20549,0.7188417911529541
38,15684,0.7180578708648682
38,19085,0.6908878684043884
38,15683,0.6849702596664429
38,19457,0.6786723732948303
38,4163,0.66363126039505
38,4164,0.6614603996276855
39,10872,0.8880391120910645
39,954,0.6935797333717346
39,14822,0.6846324801445007
39,10350,0.6782509684562683
39,8376,0.6744385957717896
39,4857,0.6721886396408081
39,11233,0.6713129878044128
39,4309,0.6708577275276184
39,11234,0.6704402565956116
39,6884,0.6697373986244202
40,12795,0.848953902721405
40,2828,0.8432729244232178
40,6742,0.8030876517295837
40,14686,0.7948624491691589
40,20123,0.7934005856513977
40,21936,0.7861432433128357
40,21694,0.7824055552482605
40,14404,0.7742253541946411
40,14699,0.7698683142662048
40,12793,0.7589697241783142
41,6816,0.8873021006584167
41,10814,0.8821085095405579
41,6815,0.8640879988670349
41,10802,0.860682487487793
41,21542,0.8556646108627319
41,2881,0.8529585003852844
41,8856,0.852656900882721
41,8853,0.8521624207496643
41,2888,0.8478952646255493
41,11056,0.8461831212043762
42,172,0.7899000644683838
42,11478,0.7791266441345215
42,16419,0.7433781027793884
42,4278,0.7426704168319702
42,4664,0.7232882976531982
42,2129,0.719843327999115
42,19276,0.7176243662834167
42,15437,0.7145865559577942
42,14059,0.7061269879341125
42,4099,0.704897940158844
43,45,0.8052287101745605
43,3612,0.664783775806427
43,10344,0.660849928855896
43,4296,0.6514968276023865
43,3731,0.639099657535553
43,20229,0.6187968254089355
43,8506,0.6033188700675964
43,523,0.5897788405418396
43,12691,0.5767067074775696
43,3139,0.5662084221839905
44,8143,0.6867753267288208
44,10160,0.6656026840209961
44,14085,0.6640000343322754
44,8129,0.6557658314704895
44,6022,0.6533485651016235
44,3848,0.6521449089050293
44,6020,0.6511491537094116
44,16017,0.6494654417037964
44,2158,0.6493276357650757
44,13826,0.6470069885253906
45,11421,0.6875107288360596
45,19334,0.6601530909538269
45,18751,0.6586476564407349
45,17207,0.634863018989563
45,13175,0.6205841898918152
45,813,0.6160649657249451
45,7170,0.6158739328384399
45,14697,0.6143822073936462
45,8462,0.6140164136886597
45,16927,0.6124688386917114
47,18037,0.7429496049880981
47,17556,0.724189043045044
